LANGENNMN;GEOIDNMN;AR;BEF_TOT;BEF_GENTOT;G_NAME;GET_END_YE;geometry
MALMÖHUS LÄN;GÖDELÖV;1749;377;377;GÖDELÖVS;9999.0;POLYGON ((4210909.44500663 3195193.710051366, 4211140.950397946 3195095.768905465, 4211170.616393969 3194728.761128908, 4211663.68214623 3193679.849754008, 4211119.224913171 3193801.101659777, 4211048.625095041 3192269.208849018, 4210796.163185739 3192025.2246723827, 4210751.77787272 3191973.033176022, 4210606.912799438 3191961.3237425797, 4210455.802558996 3192026.8753585657, 4210250.938871711 3192156.126943819, 4210150.458549002 3192196.608324742, 4209990.181699208 3192135.047690886, 4209803.274511913 3192042.171595322, 4209592.860471002 3191879.349548264, 4209480.873076514 3191821.692122061, 4209376.489050039 3191910.460238146, 4209285.173416046 3192078.05090722, 4209260.186750155 3192387.0957759465, 4209138.047866642 3192454.986961325, 4209128.677497149 3192570.879180518, 4208896.399046583 3192678.4688556246, 4208552.4186330745 3192845.0712533025, 4208395.838408412 3192978.22236673, 4208069.323752743 3193049.0262325485, 4207978.213966277 3192973.611904735, 4207482.050811526 3193098.7388177784, 4206251.404455084 3193290.8187265317, 4206147.014698275 3193379.582448699, 4205526.86112708 3193475.222061793, 4205487.949674684 3193355.4231730546, 4205065.136860938 3193535.071234726, 4205103.102836021 3194267.213970512, 4204961.419721007 3194576.5424373643, 4204877.737937217 3195250.2464981107, 4205130.9650187455 3195484.6039329646, 4205754.823914852 3195583.6912181852, 4205771.795471787 3195614.2280448363, 4205823.992580923 3195569.8454653635, 4206109.824728883 3195641.5782974064, 4206446.291884449 3195688.242970211, 4206979.045727442 3195711.9001769866, 4207315.514743225 3195758.560830982, 4207531.400359939 3195853.7938482156, 4207719.093602619 3195937.0247449973, 4207682.3072262155 3196031.2621703655, 4207896.6320095435 3196145.8109746613, 4207784.426610524 3196331.1619077013, 4207977.589793445 3196346.785842963, 4208066.2884824155 3196091.4839808755, 4208127.289881328 3195697.844965171, 4208557.998632996 3195781.2852993156, 4208704.432461091 3195773.6851089974, 4208731.559230937 3195678.666105628, 4209243.439412348 3195720.0599895054, 4209508.113839158 3195692.855315577, 4209701.276687398 3195708.4739401173, 4209871.218944629 3195770.821066249, 4209919.509766734 3195774.7255359404, 4210086.24650162 3195516.0103463973, 4210097.959298533 3195371.138408748, 4210009.186750684 3195266.7487724847, 4209968.7048747465 3195166.2635475583, 4210093.971993756 3195059.736751011, 4210192.895227798 3195038.5708181662, 4210238.843159245 3195071.44915942, 4210260.009245079 3195170.372523543, 4210304.395664845 3195222.567120589, 4210594.139045583 3195245.990971716, 4210787.301552002 3195261.6062202184, 4210909.44500663 3195193.710051366))
MALMÖHUS LÄN;GÖRSLÖV;1751;156;156;GÖRSLÖVS;9999.0;POLYGON ((4190984.2764066863 3193599.6079569976, 4190788.7855657977 3193612.9104790743, 4190654.1152212266 3193475.6175765917, 4190439.3109304965 3193487.3522383077, 4190387.1085229185 3193531.719764368, 4190240.6866466478 3193539.2811884442, 4190098.3751522405 3194694.2114666635, 4190485.9541580477 3194949.2362186927, 4190662.1343228444 3194934.3682323536, 4190711.7138088914 3195161.9689594335, 4190360.3901456445 3195298.7176595833, 4190425.8944489295 3195449.8450686475, 4192201.5419932217 3195370.315713222, 4192993.710855984 3195191.5437416495, 4193001.542933115 3195094.970334993, 4193082.7175722155 3195052.949256147, 4193123.178138455 3194793.7681154106, 4193368.5264091296 3194765.060520617, 4193361.7458306453 3194249.3095978852, 4193124.2309520706 3194181.445206146, 4193009.9107796024 3194152.732951885, 4192888.2830804144 3194094.265789747, 4192819.1164082196 3194108.0979126566, 4192812.850913411 3194185.355467421, 4192857.220987262 3194237.557424295, 4192903.9406684455 3194260.7877604906, 4192868.7035464323 3194335.6959565394, 4192841.5571695194 3194430.70186043, 4192716.0131925023 3194420.5201970926, 4192567.2387029007 3194457.0579636237, 4192449.785556489 3194466.973483686, 4192212.271659538 3194399.1057469537, 4192023.044321682 3194335.153911808, 4191794.662595802 3194394.3949561985, 4191727.0623559244 3194388.91154726, 4191708.274369458 3194261.0183210834, 4191791.0149711445 3194199.684931159, 4191768.310179449 3194120.077753787, 4191660.2579735117 3194014.106405314, 4191625.2891975483 3193846.0188403926, 4191453.02829188 3193812.6043826127, 4191451.731314032 3193588.925076112, 4191158.103063102 3193613.709209261, 4190984.2764066863 3193599.6079569976))
MALMÖHUS LÄN;HALLARÖD;1775;498;498;HALLARÖDS;9999.0;POLYGON ((4205760.290677256 3236464.796509225, 4206032.962466181 3236340.9839154817, 4206328.360198291 3236296.830363615, 4206769.498948891 3236254.7570586805, 4207273.072764717 3236402.558515831, 4207464.785450128 3236437.54523123, 4207926.819572456 3236377.7017814694, 4207953.193132018 3236292.292013527, 4207731.410864874 3235787.9602402076, 4209336.874713242 3235421.9064725474, 4210155.996707624 3235877.327750305, 4210246.142005332 3236205.629456003, 4210259.483999268 3236401.2576072803, 4210525.931384037 3236714.654702703, 4210758.144731333 3236850.185781559, 4211051.980966909 3236825.337941483, 4211016.961217784 3236657.135716878, 4210864.915088761 3236372.457774167, 4211127.640948873 3236131.0880829794, 4211342.827102301 3235876.1422364144, 4211379.642303928 3235781.8491376415, 4210728.939880938 3235048.262527759, 4210740.6755581265 3234903.304742684, 4211587.363825739 3234417.397876563, 4211687.912926008 3234376.901064067, 4211507.103906093 3233846.730961167, 4210794.061687004 3233643.105710158, 4210288.337225294 3232921.278688086, 4209967.327086071 3232681.298307253, 4209818.462893311 3232717.879523096, 4209306.534887575 3232433.258311045, 4208862.728814779 3231667.816930874, 4208905.530741719 3231379.484119585, 4208679.837377972 3230923.512201999, 4207990.080299911 3230673.122317393, 4207797.0582155865 3230414.327802639, 4207810.362840092 3230250.0561308335, 4207776.134932227 3230072.208787435, 4207188.52895932 3230121.8789269314, 4206596.764992933 3230462.9987572455, 4206331.7044180855 3230733.318577932, 4206124.351735866 3230891.595808774, 4205791.645874893 3231156.4340667515, 4205418.202673026 3231563.868767266, 4205286.333927509 3231990.880100409, 4204568.933768737 3232681.6945170783, 4205279.905188805 3234470.700796211, 4204890.516342521 3235314.5790231656, 4204741.645066088 3235351.148121372, 4204696.724038497 3235425.324250413, 4204783.177948256 3235558.7850899245, 4204775.3449738985 3235655.422090756, 4204798.853007615 3235725.4179804586, 4205003.622188054 3235839.2875993, 4204984.040184163 3236080.881652594, 4205009.1151006045 3236131.550431231, 4205171.049759037 3236173.8574714204, 4205087.73762012 3236361.6508432603, 4205252.022707904 3236374.9664490004, 4205317.584617871 3236526.190227259, 4205416.572951867 3236505.031118325, 4205637.010048764 3236425.623383868, 4205760.290677256 3236464.796509225))
MALMÖHUS LÄN;HALMSTAD;1749;309;309;HALMSTADS;9999.0;POLYGON ((4184772.611329629 3227456.1681524296, 4184127.7420411776 3227014.6906206976, 4182996.8307600296 3228721.900502642, 4182551.1555401674 3228461.9420215734, 4181850.802101143 3228463.295267834, 4181538.1432727785 3229556.298192863, 4181126.8451621127 3229590.896360795, 4181132.351021232 3229523.2643567016, 4180954.5074966373 3229557.414758348, 4180726.78217685 3229606.954993273, 4180720.026769582 3230287.210845411, 4180963.145207622 3230287.5529786227, 4181175.2291765325 3231744.263948579, 4181045.5683024493 3232142.2041391428, 4181199.819254815 3232397.9174469514, 4181415.9777147835 3232610.040769096, 4181380.9200053723 3232801.7113816165, 4181726.6227411847 3232975.750977726, 4181838.0729517965 3233159.897982568, 4181977.501061828 3233239.333264672, 4182056.1494804034 3233109.567273939, 4182249.3953515263 3233125.298740849, 4182390.397211359 3233185.408541491, 4182377.0259271483 3233349.668141583, 4182832.167534087 3233493.7071259897, 4183084.0623215563 3233027.891423878, 4183723.9097291725 3232934.0710556577, 4184255.339453664 3232977.3170513776, 4184373.0880061607 3233084.162125051, 4184670.822104867 3233011.1245935555, 4184549.4722945676 3232709.4603980714, 4184791.031197717 3232729.114840705, 4184918.7716839653 3232593.613231227, 4185017.295613802 3232339.0191600313, 4185091.2206035797 3232267.2233458073, 4185133.243447889 3232348.452349885, 4185172.1220238656 3232468.330823616, 4185208.642424835 3232617.1966346675, 4185245.1629204405 3232766.062814, 4185285.6139821666 3232866.6172948624, 4186323.74808241 3232659.275800465, 4186384.58514722 3231672.1436613374, 4186437.7015397325 3231258.2384334067, 4186441.9522407167 3230966.800660076, 4186174.181331893 3230312.8299087714, 4186185.968839539 3230167.8989914786, 4186336.4311347026 3228915.7729710443, 4186516.716354301 3228492.775811991, 4185540.0388817587 3227586.6678511975, 4185507.446774728 3227389.5064213662, 4185519.2336675134 3227244.5824840544, 4184976.05942612 3227346.285471701, 4185016.508597865 3227446.830664809, 4184772.611329629 3227456.1681524296))
MALMÖHUS LÄN;HAMMARLUNDA;1815;554;505;HAMMARLUNDA;9999.0;POLYGON ((4211783.345972691 3212162.0464909687, 4212225.883616472 3212100.597886272, 4212510.023454192 3212434.7358413753, 4213008.884584404 3212037.5044921394, 4213100.02268572 3212112.9397683274, 4213671.969360492 3211653.5479369946, 4213855.808730036 3211785.094719932, 4213964.245647738 3211045.138608565, 4214239.134973477 3210892.334871266, 4214278.290704633 3209806.4664566754, 4215051.1174489325 3209868.9299686165, 4215113.472346321 3209698.9474117057, 4214931.977013077 3209538.4279346997, 4214889.338763787 3209223.8337489706, 4214878.5126453 3208756.239325617, 4214424.193534341 3208602.841285216, 4212841.99067669 3208329.093603804, 4212668.10991831 3208315.035514741, 4211810.633794301 3207856.7776000076, 4211719.502364787 3207781.3468182203, 4211347.090687931 3207216.4642919516, 4211189.047120192 3206766.1502686664, 4211162.620919896 3206491.771745008, 4210681.198102787 3206433.392859935, 4210277.8354051765 3206371.601336825, 4209989.608327081 3206328.8431277303, 4209856.219603386 3206415.282397699, 4209695.697587051 3206596.7554000723, 4209446.3918857835 3206673.8174544796, 4209197.085784 3206750.878552521, 4208980.665701942 3206781.9847660633, 4208783.564890827 3206814.6532701417, 4208679.153031035 3206903.434829679, 4208526.442499201 3206988.3085509357, 4208466.420691153 3207129.296121696, 4208474.016595129 3207275.754905174, 4208705.253478425 3208383.4449647563, 4209102.435146994 3208882.292089052, 4209510.498915284 3208886.1359072994, 4209784.669759815 3209102.780401462, 4210189.893347821 3209261.9627516256, 4210616.783574137 3209393.725787877, 4212771.781194508 3209558.273797442, 4212880.098935271 3209421.181016937, 4212891.814351474 3209276.2780818935, 4213133.319092038 3209295.8032609955, 4213099.736042999 3209711.19302175, 4212516.21625326 3209712.6310354094, 4212436.670633496 3210095.135822893, 4211930.144749675 3209986.11270588, 4211928.791551457 3209762.3650022424, 4211445.7814966785 3209723.3042811365, 4211435.625229057 3209848.886874039, 4210711.111201291 3209790.288995069, 4210548.803967857 3210234.1604396654, 4210762.961722899 3210591.8041503006, 4210620.17622109 3212116.5833663545, 4210973.707872238 3212193.799201531, 4211783.345972691 3212162.0464909687))
MALMÖHUS LÄN;HAMMARLÖV;1775;0;303;HAMMARLÖVS;9999.0;POLYGON ((4190741.8811330074 3170458.610737976, 4190555.314030234 3170122.820780682, 4190395.097342644 3169701.713011826, 4190285.2458577496 3169498.4667375097, 4190017.7933800374 3168961.783740735, 4189887.370677526 3169971.513740342, 4189980.5458584316 3170979.946390588, 4190238.621633944 3171992.0424366836, 4190447.647484266 3173009.8954646545, 4190742.508477545 3173568.2682529655, 4190919.701373202 3174379.4895104896, 4191290.2292771293 3174603.8787012314, 4191372.387092278 3173590.1656481107, 4191801.591108883 3173090.4733964955, 4192070.0804135376 3173015.0532121826, 4192222.7178175054 3172930.2446438097, 4192790.4899347275 3172879.0717324023, 4193383.5835843026 3172995.1465691496, 4193428.164234179 3172444.8500851677, 4193403.355775612 3172151.311536166, 4193362.905489727 3172050.8586662645, 4193282.005165596 3171849.953369979, 4193432.1849695137 3170355.912668798, 4193421.450765203 3169888.6115231775, 4192843.535196582 3170065.2948870715, 4192179.2683055988 3170468.1931270375, 4192213.459045736 3170645.8756974675, 4191657.706586281 3170668.867345712, 4191182.049568006 3170542.867759611, 4191142.1191091724 3170316.1338167842, 4190741.8811330074 3170458.610737976))
KRISTIANSTADS LÄN;HAMMENHÖG;1749;262;262;HAMMENHÖGS;9999.0;POLYGON ((4255090.885214467 3182137.709790182, 4254726.250555586 3181836.3185860272, 4254356.973028651 3181592.8739370867, 4253943.2813639995 3181297.267892618, 4253867.933226695 3181388.424618341, 4253597.516380493 3181366.74095922, 4253211.981607838 3181326.1048502983, 4252850.725509732 3181588.729019811, 4252459.40575453 3181499.025406767, 4252478.111117209 3182598.8774476866, 4252341.713865118 3182724.0175657165, 4252384.892765405 3183155.163046346, 4251944.654384689 3184159.9061316517, 4252170.611953706 3184372.435990786, 4252438.664097683 3184666.104547788, 4252634.100887185 3184895.6271496518, 4252954.321202731 3185144.8786578258, 4253463.836499629 3185457.9129558867, 4253769.3930797065 3185647.6643899824, 4253833.17518412 3185458.370826912, 4254184.4269390125 3185078.281394508, 4254727.204173101 3185219.0065435427, 4254833.079629483 3185110.8509600963, 4255625.139808959 3184688.334511347, 4255657.985804312 3184642.366058549, 4255587.15218228 3183100.895910282, 4255613.842872728 3182889.193741362, 4255718.609996371 3182431.0303363535, 4255529.322243383 3182367.2567996136, 4255090.885214467 3182137.709790182))
KRISTIANSTADS LÄN;HANNAS;1749;164;164;HANNAS;9999.0;POLYGON ((4249968.142336803 3181172.8148626024, 4249865.308778496 3181485.31716263, 4249787.989165428 3181722.109024393, 4250722.957358987 3183031.5624235403, 4250529.327370873 3183385.38957861, 4250832.18206797 3183487.4494129843, 4251033.394065348 3183766.036244422, 4251255.473283938 3184026.8574130996, 4251446.309506543 3184071.3278111992, 4251687.760607211 3184090.6974713015, 4251944.654384689 3184159.9061316517, 4252384.892765405 3183155.163046346, 4252341.713865118 3182724.0175657165, 4252478.111117209 3182598.8774476866, 4252459.40575453 3181499.025406767, 4252088.177300251 3181401.211469519, 4251970.37375778 3181294.564173324, 4251827.10921322 3181020.638112606, 4251732.856842921 3180983.918527197, 4251313.758258056 3180755.9048746624, 4251182.839720285 3180570.447549726, 4250949.14843826 3180454.5033312542, 4250769.169055763 3180274.829958534, 4250668.720007795 3180315.3696490885, 4250535.783971265 3180518.53754037, 4250444.576716362 3180686.1747761467, 4250317.006923149 3181064.729503335, 4250074.017206657 3181064.672688849, 4249968.142336803 3181172.8148626024))
MALMÖHUS LÄN;HARDEBERGA;1785;421;417;HARDEBERGA;9999.0;POLYGON ((4202288.572577899 3201534.6446145275, 4202008.982501807 3201385.615962274, 4201452.695403248 3201291.951425472, 4201462.083027401 3201176.048592858, 4200757.252357866 3200875.909844123, 4200773.896554738 3200070.3481164873, 4200594.05677791 3200250.2156430767, 4200078.250519151 3200257.0395048806, 4200089.22917647 3200481.5297986274, 4199549.945738073 3200778.1014837283, 4199434.044742777 3200768.710797195, 4199269.60381661 3200998.432764223, 4199120.565461611 3201278.0124637, 4198981.184187424 3201558.375372736, 4198896.105580787 3202008.4131489717, 4198777.35291315 3202514.057133578, 4198605.076802192 3202840.368581533, 4198599.597375294 3202907.979299422, 4199003.180095882 3203086.5181681705, 4198995.352786107 3203183.105451042, 4198973.436032291 3203453.5505481497, 4199294.273724221 3203693.439661433, 4199392.427330161 3203681.949088434, 4200661.1815059725 3204581.9830189236, 4200785.160391537 3204251.743989457, 4200901.312754537 3204018.0953798443, 4200951.172422309 3204002.689996971, 4200999.467100653 3204006.602451316, 4201397.318579807 3204136.0554393977, 4201988.623006404 3204397.8448450617, 4202276.047326425 3204450.2923658835, 4202519.870750272 3204440.8729147357, 4202790.834967823 3204336.4263743763, 4202981.66963159 3204381.048321948, 4203382.310148577 3203635.7018772014, 4206330.342998832 3201686.8471271815, 4206083.400450557 3201734.9176000804, 4205283.332572773 3202010.438094788, 4202288.572577899 3201534.6446145275))
MALMÖHUS LÄN;HARLÖSA;1815;1182;1182;HARLÖSA;9999.0;POLYGON ((4213074.502467725 3205693.5118648172, 4212950.777591375 3205780.7383779245, 4212902.479148496 3205776.833987637, 4212813.691222878 3205672.4283282147, 4212695.924614333 3205565.680068624, 4212492.579615261 3205675.637210843, 4212273.819561263 3205735.733536503, 4212121.114864555 3205820.615432046, 4211986.167133753 3205926.378389423, 4211877.854932559 3206063.463331662, 4211734.521808136 3206032.428253578, 4211701.924370686 3206195.0808456354, 4211545.312579774 3206328.2602115646, 4211409.5818748735 3206443.6821453203, 4211307.516745037 3206503.488943195, 4211162.620919896 3206491.771745008, 4211189.047120192 3206766.1502686664, 4211347.090687931 3207216.4642919516, 4211719.502364787 3207781.3468182203, 4211810.633794301 3207856.7776000076, 4212668.10991831 3208315.035514741, 4212841.99067669 3208329.093603804, 4214424.193534341 3208602.841285216, 4214878.5126453 3208756.239325617, 4214889.338763787 3209223.8337489706, 4214931.977013077 3209538.4279346997, 4215113.472346321 3209698.9474117057, 4215426.018126745 3209801.9934359025, 4215760.227817652 3209877.61846272, 4215996.273304253 3209964.7568444535, 4216040.672317626 3210016.961939225, 4216078.82657749 3210146.4505075007, 4216380.155086676 3210268.033752615, 4216492.370705955 3210082.6302062464, 4216535.401656124 3209911.084035209, 4216614.732355881 3209771.641500179, 4216889.126174256 3209745.1932761725, 4217178.938661191 3209768.606869576, 4217343.165932302 3209781.8740348723, 4217847.366093892 3209919.8385435836, 4217703.131318644 3209538.6954575465, 4217563.68777938 3209459.3672564123, 4217474.887629664 3209354.959676938, 4217446.095137406 3209109.5488072718, 4217545.227720074 3208845.3025484607, 4217676.757908877 3208661.4605675056, 4217827.124324775 3208605.5431684554, 4217933.870807025 3208487.762393072, 4217972.214846016 3208374.180017463, 4217427.527586173 3208135.718012844, 4217338.729048796 3208031.3126907293, 4217304.474346207 3207853.5278939097, 4217265.537700738 3207733.70440078, 4217275.682094792 3207608.122695734, 4217376.184922488 3207567.6253568362, 4217892.073115927 3207560.6796647427, 4218477.143385189 3207539.8708354263, 4218689.666962081 3207557.034069606, 4218861.989845532 3207590.396593803, 4218996.751390806 3207727.6806472093, 4219160.974928091 3207740.9420736977, 4219489.902520178 3207641.1008560285, 4219808.389223637 3207550.138231455, 4220109.894683795 3207428.633580685, 4220264.936538769 3207314.7496541105, 4220330.3950448055 3207106.1250877418, 4220374.973020573 3206915.2615825622, 4220330.571689666 3206863.0615309104, 4220139.70883072 3206818.4834317854, 4219791.465630267 3206916.767638682, 4219279.479967831 3206875.4283307735, 4219289.620218738 3206749.847191917, 4218916.478652094 3206554.424656797, 4219071.581270523 3205837.725835282, 4219328.6793763805 3205664.026909673, 4219616.794870801 3205346.988503149, 4219479.695896566 3205238.6908212667, 4219587.993337762 3205101.5920544267, 4219263.937853354 3204900.4174535475, 4218945.524342824 3204388.5701736636, 4218746.750595227 3204080.839394434, 4218667.313782517 3203860.5268734936, 4218667.494221649 3203617.4761497327, 4218679.193913223 3203472.582106688, 4218507.842073292 3203186.514515666, 4218009.9930586405 3202368.5157438307, 4217671.065820002 3202953.6589971664, 4217614.967368934 3203046.3533438607, 4216723.768712785 3203246.6032317085, 4216212.1125084525 3203321.942464689, 4215394.090861491 3203819.7623920715, 4215032.59311631 3204082.231243458, 4214895.311213324 3204216.9775512815, 4214783.104649524 3204402.3632596927, 4213917.5438807625 3204886.6060818825, 4213865.342324136 3204931.000581241, 4213853.63159681 3205075.894862823, 4213783.4729601 3205342.4613100067, 4213609.889607327 3205445.104504427, 4213428.207701776 3205527.6471513207, 4213302.141046089 3205643.853306903, 4213074.502467725 3205693.5118648172))
